date,code,open,high,low,close,volume,amount,adjustflag
2020/2/28,sz.000938,29.75,52.2,28.74,45.42,639481720,26708777523,3
2020/3/31,sz.000938,45.81,50.55,34.52,35.32,648418540,26656636456,3
2020/4/30,sz.000938,35,41.89,34.08,41.66,551023726,20651476585,3
2019/10/31,sz.000970,9.45,9.85,8.85,8.86,126069768,1185107827,3
2019/11/29,sz.000970,8.88,9.25,8.66,8.96,153737156,1378692144,3
2019/12/31,sz.000970,8.97,11.23,8.92,10.75,576416982,5912559448,3
2020/1/23,sz.000970,10.89,12.2,10.48,10.75,636175969,7265360490,3
2020/2/28,sz.000970,9.68,11.97,9.09,10.09,1001007874,11085303902,3
2020/3/31,sz.000970,10.13,10.86,8.79,9.4,469455760,4581763641,3
2020/4/30,sz.000970,9.33,9.55,8.59,8.98,295634259,2714260582,3
2019/10/31,sz.000977,25.92,27.5,23.68,26.39,585388945,15052815826,3
2019/11/29,sz.000977,26.55,32.92,26.37,29.94,1150775511,34349359042,3
2019/12/31,sz.000977,29.91,33.67,28.61,30.1,917964609,28503122640,3
2020/1/23,sz.000977,30.38,36.66,29.8,34.13,713205793,23340747206,3
2020/2/28,sz.000977,30.72,50.26,30.72,42.05,1778254461,79347657529,3
2020/3/31,sz.000977,42.99,47.66,36.39,38.78,831513933,34395690427,3
2020/4/30,sz.000977,38.3,42.1,34.82,41.5,800609331,30952633549,3
2019/10/31,sz.000988,19.2,21.48,18.41,19.96,491773311,9737737636,3
2019/11/29,sz.000988,19.75,21.22,17.58,18.15,546600927,10605056915,3
2019/12/31,sz.000988,18.2,21.34,18.08,20.29,746096665,14912982086,3
2020/1/23,sz.000988,20.43,24.13,20.35,22.12,722240310,16197596388,3
2020/2/28,sz.000988,19.91,25.96,17.92,21.13,1308364995,30060457555,3
2020/3/31,sz.000988,21.71,25.83,19.69,19.74,1191739724,27572760482,3
2020/4/30,sz.000988,19.64,21.83,19.32,20.9,489760455,10105228930,3
2019/10/31,sz.002017,15.69,16.1,13.9,14.84,340861361,5139466413,3
2019/11/29,sz.002017,14.9,16.32,13.06,15.62,593960044,8932138725,3
2019/12/31,sz.002017,15.6,17.98,14,14.91,657711121,10518939914,3
2020/1/23,sz.002017,15.06,15.97,13.61,13.9,261286305,3995870356,3
2020/2/28,sz.002017,12.51,15.91,11.26,13.14,426298368,5879576200,3
2020/3/31,sz.002017,13.33,15.31,11.82,11.83,315579686,4376486435,3
2020/4/30,sz.002017,11.76,13.15,11.02,11.62,150753158,1837067935,3
2019/10/31,sz.002036,14.05,16.5,13.39,14.06,472576481,7061853106,3
2019/11/29,sz.002036,13.85,15.53,12.4,14.05,603328364,8541294000,3
2019/12/31,sz.002036,14.07,19.55,13.8,17.01,1421274549,24593809265,3
2020/1/23,sz.002036,17.2,20.67,16.96,18.9,889734674,16643346752,3
2020/2/28,sz.002036,17.01,21.47,15.5,17.11,1207226110,22651525782,3
2020/3/31,sz.002036,17.36,18.57,13.3,13.46,751454095,12129339397,3
2020/4/30,sz.002036,13.39,14.79,11.85,13.52,365000608,5038832741,3
2019/10/31,sz.002045,6.87,10.09,6.57,9.17,787671602,6698287061,3
2019/11/29,sz.002045,8.84,13.3,8.84,12.71,1045341677,11639885469,3
2019/12/31,sz.002045,12.77,14.7,11.76,12.19,1053410888,14171771541,3
2020/1/23,sz.002045,12.39,14.13,12.26,12.81,446353562,5846873058,3
2020/2/28,sz.002045,11.53,13.88,10.38,11.25,565184978,6985417571,3
2020/3/31,sz.002045,11.26,12.15,8.5,8.52,392367097,3999580575,3
2020/4/30,sz.002045,8.46,9.45,7.48,8.45,256425994,2261705388,3
2019/10/31,sz.002049,51.51,54.01,48.15,50.96,230800405,11837144663,3
2019/11/29,sz.002049,50.6,52.45,42.47,44.8,319636066,14947395506,3
2019/12/31,sz.002049,44.83,54.29,44.46,50.84,493260605,24705537256,3
2020/1/23,sz.002049,51.45,60.2,50.3,55.84,395938618,21476023826,3
2020/2/28,sz.002049,50.26,70.15,46.1,57.95,729356650,43560274547,3
2020/3/31,sz.002049,59.9,62.86,48.88,49.9,466223830,25936216597,3
2020/4/30,sz.002049,49.49,63.2,49.46,61.58,693172400,41128122126,3
2019/10/31,sz.002055,10.27,11.56,9.89,9.94,102209902,1079582265,3
2019/11/29,sz.002055,9.91,10.28,9.46,9.6,55646263,550001945.6,3
2019/12/31,sz.002055,9.6,10.99,9.56,10.74,144479607,1517803336,3
2020/1/23,sz.002055,10.82,13.65,10.77,11.5,288284660,3597534824,3
2020/2/28,sz.002055,10.35,19.33,9.9,17.06,485616562,6976458677,3
2020/3/31,sz.002055,17.4,18.19,11.69,12.28,499897158,7586974810,3
2020/4/30,sz.002055,12.58,13.51,10.53,11.77,260851336,3256477284,3
2019/10/31,sz.002079,7.36,7.73,6.97,7.27,250483946,1850134106,3
2019/11/29,sz.002079,7.19,7.85,6.51,7.71,697734782,5157881044,3
2019/12/31,sz.002079,7.8,13.38,7.69,11.84,2282443396,24437711253,3
2020/1/23,sz.002079,11.85,13.72,11.34,12.96,1341257534,16605042216,3
2020/2/28,sz.002079,11.66,15.99,10.49,11.77,1826390222,24965447437,3
2020/3/31,sz.002079,12.04,12.95,9.37,9.72,726512284,8297142175,3
2020/4/30,sz.002079,9.62,11.39,8.88,9.68,292655565,2953635744,3
2019/10/31,sz.002104,6.86,10.14,6.83,8.47,1159315997,9666416670,3
2019/11/29,sz.002104,8.39,8.66,6.97,7.12,566566523,4462615092,3
2019/12/31,sz.002104,7.15,7.86,6.83,7.65,381610102,2857136888,3
2020/1/23,sz.002104,7.75,8.49,7.36,7.51,420017371,3391906586,3
2020/2/28,sz.002104,6.76,8.28,6.08,7.36,521726873,3871905546,3
2020/3/31,sz.002104,7.39,8.32,6.4,6.4,513422450,3878781243,3
2020/4/30,sz.002104,6.4,9.08,6.33,7.69,811715200,6378800443,3
2019/10/31,sz.002106,8.29,8.56,7.46,8.08,225193211,1804455760,3
2019/11/29,sz.002106,8.08,9.14,7.98,8.9,408143822,3480099063,3
2019/12/31,sz.002106,8.85,10.34,8.77,9.51,559233767,5328085141,3
2020/1/23,sz.002106,9.61,10.37,9.41,9.54,330169665,3300887095,3
2020/2/28,sz.002106,8.59,11.16,7.76,9.67,550597044,5412394150,3
2020/3/31,sz.002106,9.85,10.69,8.54,8.73,428856519,4148144765,3
2020/4/30,sz.002106,8.66,10.93,8.66,10.77,411483862,4092815285,3
2019/10/31,sz.002115,8.25,8.67,7.7,8.26,183260006,1507103461,3
2019/11/29,sz.002115,8.26,8.94,8.03,8.27,378075144,3231609421,3
2019/12/31,sz.002115,8.35,9.17,8.15,8.89,282071460,2467723936,3
2020/1/23,sz.002115,9.08,12.68,9.05,11.87,1131261013,11977236594,3
2020/2/28,sz.002115,10.68,13.85,9.7,10.84,1232442487,14807187437,3
2020/3/31,sz.002115,10.93,12.44,9.13,9.16,715253088,7909271706,3
2020/4/30,sz.002115,9.22,10.85,8.6,9.11,404802400,3946009177,3
2019/10/31,sz.002119,13.6,14.93,12.25,12.81,288183263,3964007947,3
2019/11/29,sz.002119,12.71,13.43,10.76,11.21,264747111,3219304920,3
2019/12/31,sz.002119,11.21,13.64,11.17,12.77,555626435,7048107867,3
2020/1/23,sz.002119,12.85,15.74,12.73,15.36,527246233,7436097768,3
2020/2/28,sz.002119,13.82,17.58,12.44,13.59,939974301,14591972670,3
2020/3/31,sz.002119,14,15.24,11.1,11.29,417210400,5755333620,3
2020/4/30,sz.002119,11.23,13.31,11.09,12.1,285644686,3517104577,3
2019/10/31,sz.002130,4.35,4.76,4.2,4.53,143162793,649571842.6,3
2019/11/29,sz.002130,4.5,4.75,4.33,4.42,196019393,886444217.1,3
2019/12/31,sz.002130,4.43,5.01,4.4,4.94,275034196,1310666615,3
2020/1/23,sz.002130,4.96,5.4,4.88,4.96,367007179,1896183831,3
2020/2/28,sz.002130,4.46,5.86,4.02,5.02,771078051,3963278692,3
2020/3/31,sz.002130,5.04,5.6,4.41,4.41,528351405,2705963287,3
2020/4/30,sz.002130,4.4,4.87,4.33,4.67,272855062,1264708739,3
2019/10/31,sz.002134,9.56,10.25,8.59,8.62,234732009,2251333936,3
2019/11/29,sz.002134,8.63,11.07,8.5,9.28,338590436,3408280321,3
2019/12/31,sz.002134,9.25,10.43,9.04,9.39,173796051,1689982954,3
2020/1/23,sz.002134,9.45,11.23,9.3,9.61,191646229,1957443545,3
2020/2/28,sz.002134,8.65,12.8,7.79,9.47,316877122,3214386339,3
2020/3/31,sz.002134,9.67,11.6,8.27,8.53,248350863,2502164083,3
2020/4/30,sz.002134,8.45,9.42,7.65,8.33,95136822,827044652.8,3
2019/10/31,sz.002137,6.79,8.98,6.79,7.33,398668527,3112529675,3
2019/11/29,sz.002137,7.3,7.69,6.31,6.38,210079306,1464428624,3
2019/12/31,sz.002137,6.4,7.57,6.36,7.28,333249874,2370496419,3
2020/1/23,sz.002137,7.31,10.48,7.27,8.35,755379105,6611244865,3
2020/2/28,sz.002137,7.52,9.44,6.82,7.68,657386458,5551909369,3
2020/3/31,sz.002137,7.75,9.15,7,7.06,491580217,4064086073,3
2020/4/30,sz.002137,6.98,7.87,6.34,6.88,270251006,1946991650,3
2019/10/31,sz.002138,21.74,22.89,19.17,21.24,322911166,6791110854,3
2019/11/29,sz.002138,21.16,24.79,20.74,23.52,482052435,11135528868,3
2019/12/31,sz.002138,23.66,26.4,22.95,23.1,590427509,14662611687,3
2020/1/23,sz.002138,23.3,27.06,23.2,25.32,418100725,10701260742,3
2020/2/28,sz.002138,22.79,31.93,22.17,26.51,755877026,19819997306,3
2020/3/31,sz.002138,27.15,28.07,19.78,20.21,590388080,13811094941,3
2020/4/30,sz.002138,20.36,22.31,19.7,21.95,325380095,6918005073,3
2019/10/31,sz.002156,10.99,12.1,9.8,11.37,390964434,4284351228,3
2019/11/29,sz.002156,11.26,13.25,11.22,12.93,592528441,7307739812,3
2019/12/31,sz.002156,12.83,18.35,12.39,16.45,1253079272,19631910995,3
2020/1/23,sz.002156,16.53,24.68,16.23,24.68,919915971,17973299846,3
2020/2/28,sz.002156,22.21,33.89,21.33,27.45,1425134643,39633965387,3
2020/3/31,sz.002156,28.25,28.3,18.08,18.8,1192334532,27731950932,3
2020/4/30,sz.002156,18.71,25.49,18.71,22.88,1777648792,40990209518,3
2019/10/31,sz.002161,7.19,9.18,6.86,8.83,890357745,7495376671,3
2019/11/29,sz.002161,8.6,9.9,8.16,9.02,914131034,8215644895,3
2019/12/31,sz.002161,8.95,10.48,8.79,9.48,896637145,8603817649,3
2020/1/23,sz.002161,9.61,11.23,9.53,10.61,721445086,7481837043,3
2020/2/28,sz.002161,9.55,12.85,8.6,11.08,1266076233,14437044865,3
2020/3/31,sz.002161,11.34,12.98,8.68,8.86,748259554,8418495922,3
2020/4/30,sz.002161,8.92,9.96,7.5,8.09,375506487,3373833171,3
2019/10/31,sz.002179,41.06,41.07,37.75,40.36,130007936,5146902876,3
2019/11/29,sz.002179,40.2,41.41,37.44,38.52,149264281,5853641602,3
2019/12/31,sz.002179,38.25,40.5,38.02,39.06,109713644,4302355515,3
2020/1/23,sz.002179,39.4,40.99,36.9,37.37,124143500,4882070702,3
2020/2/28,sz.002179,33.63,41.92,33.63,39.29,219706442,8370491408,3
2020/3/31,sz.002179,40,40.75,32.16,34.2,230051466,8418088571,3
2020/4/30,sz.002179,34.18,36.07,33.23,35.83,147353324,5084471210,3
2019/10/31,sz.002180,29.9,31.2,26.77,27.94,152153604,4400352326,3
2019/11/29,sz.002180,27.75,30.27,26,28.3,150863349,4313878669,3
2019/12/31,sz.002180,28.44,36.19,27.8,32.92,316037012,10201569675,3
2020/1/23,sz.002180,33.14,41.9,32.19,39,230331549,8267485621,3
2020/2/28,sz.002180,35.1,49.58,34.76,41.58,431123908,18316678109,3
2020/3/31,sz.002180,43.35,44.14,26.51,26.83,509993733,17583026807,3
2020/4/30,sz.002180,26.94,33.8,26.6,30.04,590334812,17585153045,3
2019/10/31,sz.002185,5.49,5.82,5.01,5.45,1054501354,5718064592,3
2019/11/29,sz.002185,5.41,6.12,5.22,6.01,2342799717,13322974872,3
2019/12/31,sz.002185,6.01,7.63,5.85,7.47,4283219708,28425948649,3
2020/1/23,sz.002185,7.53,10.1,7.36,9.41,3976342561,33499007651,3
2020/2/28,sz.002185,8.47,17.5,7.73,13.46,6324087137,77866616906,3
2020/3/31,sz.002185,13.86,14.23,9.68,9.86,6206327002,76799586943,3
2020/4/30,sz.002185,9.87,13.25,9.79,12.97,5643840148,66203136543,3
2019/10/31,sz.002189,21,22.56,18.71,18.87,93290149,1914306984,3
2019/11/29,sz.002189,18.83,19.99,17.16,19.05,79869098,1485120194,3
2019/12/31,sz.002189,19.08,23.29,18.92,20.28,184313219,3850896213,3
2020/1/23,sz.002189,20.44,22.14,19,19.72,96966000,2040274448,3
2020/2/28,sz.002189,17.75,26.84,15.98,23.88,229369610,5102813205,3
2020/3/31,sz.002189,22.7,25.1,16.8,16.91,201259105,4259856035,3
2020/4/30,sz.002189,16.75,17.99,14.5,15.53,85517869,1430863508,3
2019/10/31,sz.002194,23.13,24,19.33,21.99,343188985,7607416282,3
2019/11/29,sz.002194,21.4,22.38,18.31,18.57,220421778,4441091183,3
2019/12/31,sz.002194,18.69,20.95,17.81,19.35,239262723,4700704343,3
2020/1/23,sz.002194,19.45,21.44,17.78,18.31,200291434,3993530113,3
2020/2/28,sz.002194,16.48,26.61,14.83,23.66,500824887,10607842691,3
2020/3/31,sz.002194,25,32.28,23.9,24.79,1053282476,29439465108,3
2020/4/30,sz.002194,24.49,27.48,22.3,26.33,407400449,10120190532,3
2019/10/31,sz.002199,13.26,13.99,12.7,12.91,84777385,1142055128,3
2019/11/29,sz.002199,12.9,13.12,8.71,8.99,217011749,2457321778,3
2019/12/31,sz.002199,9,10.39,8.57,9.25,330722507,3162160923,3
2020/1/23,sz.002199,9.32,10.36,9.07,9.22,187959479,1838832916,3
2020/2/28,sz.002199,8.3,12.85,7.47,9.95,419230178,4292103831,3
2020/3/31,sz.002199,10.15,10.95,8.02,8.16,188259991,1814384060,3
2020/4/30,sz.002199,8.14,9.13,7.58,8.13,118633958,1010330082,3
2019/10/31,sz.002214,10.72,11.03,9.79,9.94,170252722,1773741259,3
2019/11/29,sz.002214,9.9,10.46,9.11,9.33,151945732,1490187177,3
2019/12/31,sz.002214,9.38,10.94,9.12,10.59,211089678,2196470355,3
2020/1/23,sz.002214,10.73,13.6,10.64,13.04,345653989,4141002554,3
2020/2/28,sz.002214,14.34,26.31,13.5,24.06,1288382402,26716687894,3
2020/3/31,sz.002214,24.77,27.95,17.67,19.4,930738315,20494073692,3
2020/4/30,sz.002214,19.1,22.87,17.94,20.49,523905860,10847869125,3
2019/10/31,sz.002217,5.85,5.96,5.26,5.29,638650735,3589152527,3
2019/11/29,sz.002217,5.29,5.42,4.6,4.88,921007568,4575232100,3
2019/12/31,sz.002217,4.89,6.06,4.8,5.55,1645071087,9068095089,3
2020/1/23,sz.002217,5.66,6.47,5.58,6.1,1475092764,8873125440,3
2020/2/28,sz.002217,5.49,8.07,4.95,7.16,2864218172,19065630597,3
2020/3/31,sz.002217,7.7,8.33,5.52,5.56,2562037068,17747909064,3
2020/4/30,sz.002217,5.53,5.99,5.08,5.45,1075003430,6110171803,3
2019/10/31,sz.002222,11.41,11.59,10.53,10.68,112432643,1239525144,3
2019/11/29,sz.002222,10.66,11.42,10.57,10.98,126922797,1394342317,3
2019/12/31,sz.002222,11.07,13.38,11.05,12.27,376956937,4648175367,3
2020/1/23,sz.002222,12.38,13.87,12.3,12.46,274959463,3592501394,3
2020/2/28,sz.002222,11.21,14.33,10.24,12.14,460832040,5843951996,3
2020/3/31,sz.002222,12.27,13.12,10.3,10.39,255563336,3028521433,3
2020/4/30,sz.002222,10.38,11.09,10.2,11.01,135808836,1461147076,3
2019/10/31,sz.002231,7.1,7.32,6.59,6.99,64265449,453661133.9,3
2019/11/29,sz.002231,6.89,7.13,6.4,6.54,64195589,431952465.4,3
2019/12/31,sz.002231,6.5,7.8,6.5,7,170294159,1232542974,3
2020/1/23,sz.002231,7.05,7.33,6.84,7.21,91915865,656115520.9,3
2020/2/28,sz.002231,6.49,8.82,5.84,7.18,231069705,1726647452,3
2020/3/31,sz.002231,7.25,9.83,7.25,7.55,653215317,5565285813,3
2020/4/30,sz.002231,7.45,8.29,6.1,6.66,225602135,1664021049,3
2019/10/31,sz.002236,16.55,16.89,15.51,16.12,840056224,13451759496,3
2019/11/29,sz.002236,16.12,18.77,16.05,16.94,959681796,16746277040,3
2019/12/31,sz.002236,17.04,20.18,16.67,19.88,922118396,17094683678,3
2020/1/23,sz.002236,20.11,22.78,19.78,20.12,972966172,20727088221,3
2020/2/28,sz.002236,18.11,22.51,18.11,19.38,1595735277,32771414755,3
2020/3/31,sz.002236,19.64,20.7,15.66,16.17,1232247741,22467603326,3
2020/4/30,sz.002236,16.1,17.24,16.01,16.87,843972887,14056277837,3
2019/10/31,sz.002241,17.59,19.32,15.99,18.58,1775909164,31951158568,3
2019/11/29,sz.002241,18.45,21.38,17.95,19.39,1574206698,31160398995,3
2019/12/31,sz.002241,19.3,22.36,19.09,19.92,1461554879,30094390809,3
2020/1/23,sz.002241,20.04,25.22,19.48,23.61,1024648072,22139283343,3
2020/2/28,sz.002241,21.25,27.53,19.89,22.27,1938494877,45407289058,3
2020/3/31,sz.002241,22.65,24.14,14.82,16.41,2176034161,40396352163,3
2020/4/30,sz.002241,16.97,19.95,16.82,19.35,1922905552,35119584175,3
2019/10/31,sz.002273,14.67,16.1,13.42,14.96,763365897,11279068458,3
2019/11/29,sz.002273,14.92,15.96,12.57,13.27,839791864,11965930116,3
2019/12/31,sz.002273,13.27,18.33,13.17,16.16,1913079138,31724202679,3
